raw_product_name,last_observed_price,occurrences,reason
VELONA CUDDLES NB 24PCS,1990.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
WONDERLIGHT LIME &,215.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SENORA TEA 100g,240.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SHELLO HERBAL BEAUTY,350.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
CHELLO CURD 430g,395.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SANDUN GREEN PEAS 80g,140.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
REXONA JASMINE SOAP 80G,105.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
REXONA ROSE SOAP 80G,115.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MALIBAN BRAN CRACKER,290.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SERA CHILLI PIECES 100G,161.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PARK AVENUE VOYAGE 150ml,1500.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SUN CRUSH ORANGE 250ML,150.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LYSOL PINE 500ml,500.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LYSOL FLORAL 500ML FREE,525.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA APPLE JELLY 100G,230.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MD KITUL TREACLE 350ML,790.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ZESTA TEA BAG 25,375.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA ORANGE 100G,230.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
EVA COTTON FEEL HEAVY,300.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
GRAM FLOUR 200G,130.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SEWANAGALA SUWA DARANI,180.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BIC BLADE,250.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KNORR CHICKEN CUBES 280g,1800.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ENCHANTER TALC ENTICING,925.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DETTOL LIQUID 100ML,340.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
4REVER VENIVEL,500.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DIVA PURPLE LOTUS,295.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RAIGAM COCONUT TODDY,250.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
HARPIC- POWER F/FLORAL,450.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RAIGAM CHINESE DEVILLED,190.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA CARAMEL PUDDING,185.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LIFEBUOY THICK & STRONG,520.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BUBBLE ROSE FRESH 1kg,490.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SADALI KOLLU ATA,350.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DASH SAFEOL FLORAL 500ML,480.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DEARO MEN FRESH WIND,720.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
EVA DRYTEX WINGS 16P,425.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DEARO SPOTIFY FRESH,427.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
STEPLER PIN 10,35.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MD SOY SAUCE 190ml,150.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
GOLD QUEEN MAYONNAISE,2825.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
VELONA CUDDLES XL 4 PCS,510.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
REVELLO CRISPIES 100G,690.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
HARISCHANDRA RICE FLOUR,180.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
GLOW & LOVELY POWDER,370.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PEARS BABY PACK PROMO,580.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BELLOSE SMOOTH INTENSE,110.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KOTAGALA BOPF 100g,315.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
TEEPOL DISHWASH POWDER,290.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
VICKS VAPORUB 50 ML,815.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA MANGO JELLY 100G,230.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
IDEAL GOLD PARFUME,420.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
JAYAWARDHANA BREAD,350.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MY FRESH JASMINE 45G,245.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MY FRESH ROSE 45G,245.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DASH ACID SUPER TILE,320.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LEO GAMBOGE CREAM 500g,430.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NESTLE CERELAC RICE &,900.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DEARO MEN AQUATIC FRESH,720.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PANDA BABY GIFT PACK,1350.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KHOMBA BABY WHITE TALC,300.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SUNSILK SHAMPOO 40ML,150.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KHOMBA BAY NATURE KID,420.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KURAKKAN FLOUR 200G,265.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MD TOMATO SAUCE 200g,310.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SIGNAL CHARCOAL WHITE,360.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
REBACAALEE 70g BUY 2 GET,290.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RAWAN BLACK HAIR,480.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DASH AIR FRESHNER DREAM,725.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MAGIC CHOKO BLOK VAN,390.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DIMO LUMIN 9W W SCREW,638.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BIC SHAVING FOAM LEMON,600.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BRITOL TILE CLEANER 500ml,400.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SENSODYNE FRESH MINT,875.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BABY CHERAMY NELLI &,290.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BABY CHERAMY NELLI,255.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MD JELLY CRISTAL MIXED,390.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DASH CARE FLORAL 500ML,450.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LAXAPANA LED 13W,1000.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MAGGI RASA MUSU 10PACK,300.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KVC SOYA SAUSE 650ml,400.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KADALA PACK,760.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DASH SAFEOL SURFACE,480.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
WONDER LIGHT LEMON &,100.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ORETO COFFEE CRAZY 25g,100.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RITZBURY WHITE BERRY 45g,150.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ASTRA 500G,1060.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NTT TOMATTO SAUSE 400G,285.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MALIBAN CHEKKAR COFFEE,300.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
VELVET HAND WASH ROSE,390.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ATLES A5 EX BOOK 40PG,65.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SEWANAGALA THALA OIL,170.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LANKA SOY DEVILLED,160.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BELLOSE ANTI DANDRUFF,228.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SOFTNY AFTER WASH 800ML,980.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BIC REFRESHSAVING FOAM,600.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
VIP PERFUM,420.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PEARS BEES HONEY BABY,150.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NATURES SUN AND FUN SUN,590.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
JEEWAKA HANDI THAILAYA,950.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RITSBURRY WHITE CARAMEL,150.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA COCOA POWDER 50G,550.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA ICING SUGER 250G,240.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
EDINBOROUGH SOYA BEAN,370.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
HARISCHANDRA ULUNDU,450.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PEARS KOHOMBA 70g,150.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PANDA BABY COLOGNE PET,320.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PEARS BED TIME CREAM,370.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
CARD PACK TUN HUANG,210.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DIMO LUMIN 50W,5890.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PRIMA KOTTUMEE K RAMEN,320.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MD TOMATO SAUCE 400G,520.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KOTAGALA BOPF 200g,630.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
JANET COOL MINT LIP BALM,300.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DREAMRON- ANTI BREAKAGE,440.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DREAMRON NAIL POLISH,245.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
REXONA DEODORANT FRESH,735.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LAKMEE SOYA KALAPU ISSO,180.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DREAMRON- CONDITIONING,395.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NAVARATHNE 50ML,365.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
TEEPOL D/W LIQ.GEL-LIME,370.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
EMAMI ZANDU BALM 10ml,190.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RAVAN BLACK HAIR COLOUR,225.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DEARO WOMEN FRESH,427.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LEO AMBULTHIYAL150g,240.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
CRALE KATU SIRANJEE,30.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LIFEBUOY HW CHARCOAL,340.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PONDS BRIGHT BEUTY 23g,610.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
CHAYA SANDAL BEAUTY,105.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
JANET PINK PETALS FRESH,975.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
FORTUNE VEGETABLE OIL 1L,1180.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
IODEX BALM 18G,375.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
GREEN SMART AAA BATTERY,190.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PARACHUTE ONION &,550.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KVC JAM MELON &,500.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
GOOD KNIGHT ADVANCED 45,400.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LANKA SOY KIRI MALU 50g,120.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LANKA SOY MANGO CURRY,100.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SHELLO ALOE VERA LOTION,320.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PEARS PINK FLORAL BABY,850.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
VICKS VAPORUB DC 10ML,190.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
4REVER COCOA BUTTER,830.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NATURS SKIN REPAIR SERUM,1690.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NATURE SECRETS,650.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
VELVET COCONUT MILK &,670.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
HARPIC 10X REFRESHING,450.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LANKA SOY JUMBO PACK,160.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
K SUPER CRISPY BAR 45g,120.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SIGNAL STRAWBERRY KIDS,160.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
CBL SERA REGULAR,250.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
VELVET VIVYA SERUM 30ml,1200.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
CHANDANALEPA DINO BABY,525.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SHELLO LONG AND STRONG,404.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KIST ORANGE JUICE 1L,1300.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
IMORICH CHOC CHOC CHIP 1L,1290.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MINT FACIAL TISSUE BOX,395.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
TEEPOL DISHWASH LIME,240.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
EDIN SOYA BEAN SAUCE -,230.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ANCHOR FRESH MILK 1L,550.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LANKA SOY CUTTLEFISH 50g,70.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
EMAMI 7 OIL 50ML,175.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DETTOL- SOAP ORIGINAL,140.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KIST COOKIE ASSORTMENT,1400.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SANDALI HABALA PETHI 200g,180.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA STRAWBERY JELLY,440.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KEERAMIN,1950.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
EDIN MAYONNAISE CHILLED,4074.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DELLISH CORN FLOUR 1kg,660.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ALLI RED RICE 1KG,360.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MOTHA CORNFLOUR 200G,265.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BELLOSE POWER MOISTURE,399.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
OATEO INSTANT OATS 200G,300.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SUNLIGHT 5 IN 1 LAVENDER,690.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
PRIMA ATTA PITI 1 kg,320.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SERA CHILLI PIECES 500G,655.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KEELLS FINE HOTDOG 1kg,1500.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
FORTUNE SOYA CUTTLE FISH,140.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LAK LIGHT MANGO 250,365.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
TEEPOL HAND WASH,490.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SUNSILK LEMON & FREESIA,750.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MD MIXED FRUIT CORDIAL,1000.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RAIGAM CHINESE PRAWN,180.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KANDOS CASHEWNUT 100G,650.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
N/S PERFUME SHAMPOO,580.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SUNQUICK ORANGE,3450.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
FALCON FINE JAM 5KG,2325.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
LAK LIGHT ORANGE 1KG,1100.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
FORTUNE COCOFINE OIL 2L,3440.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NAWALOKA SUNFLOWER OIL,275.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RIN REFRESH 200G,80.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
BRITOL MULTY SURFACE,400.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
IRESHA PAPADAM 1kg,950.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
MORTEIN FIK 400ML,1350.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
HIMALAYA NATURAL GLOW,625.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DETTOL- SOAP RE-ENERGIZE,135.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
AYUSH SOAP PURIFYING,120.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KIST SESAME COOKIES 120g,260.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
COMOX- (TUFF+FRESH+LIME,1020.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
DREAMRON- TREATMENT,885.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
KOTTHAMALLI 200G,110.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NINJA-REFILL VAPORISER,400.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
ENCHANTER TALC ROMANTIC,925.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
NESCAFE 3 IN 180g,700.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
RITZBURY CHOKO LE,10.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
TANDOORI MASALA 50G,320.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
SIDDALEPA KEKULU T BRUSH,120.00,1,"Only appears in bills where item lines don't sum to cash_in -- likely a wrapped/truncated product name, not a real complete name."
